evidence_id,fragment_id,document_id,role,value,source_span,confidence,linked_question_prototypes
ev_00563,frag_01081,doc_0213,rule,These critical accounting policies require us to make difficult and subjective …,"These critical accounting policies require us to make difficult and subjective judgments, often as a result of the need…",0.589,"[""qproto_003_rule_lookup""]"
ev_00564,frag_01081,doc_0213,rule,Those critical accounting policies and estimates that require the most signific…,Those critical accounting policies and estimates that require the most significant judgment are discussed further below.,0.589,"[""qproto_003_rule_lookup""]"
ev_00565,frag_01082,doc_0213,rule,We consider our most critical accounting policies and estimates to be revenue r…,"We consider our most critical accounting policies and estimates to be revenue recognition, gain on settlements, valuati…",0.589,"[""qproto_003_rule_lookup""]"
ev_00566,frag_01089,doc_0215,amount_threshold,$5.3,$5.3,0.741,"[""qproto_001_threshold_lookup""]"
ev_00567,frag_01094,doc_0215,scope,the stated audience,The Company will continue to assess the realizability of its deferred tax assets in each of the applicable jurisdiction…,0.665,"[""qproto_006_applicability_check""]"
ev_00568,frag_01094,doc_0215,audience,the stated audience,The Company will continue to assess the realizability of its deferred tax assets in each of the applicable jurisdiction…,0.665,"[""qproto_006_applicability_check""]"
ev_00569,frag_01098,doc_0217,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00570,frag_01098,doc_0217,value,26.1%,26.1%,0.76,"[""qproto_002_metric_lookup""]"
ev_00571,frag_01102,doc_0219,variance_driver,the growing adoption of cloud computing and increased consumer intern…,"Driven by the growing adoption of cloud computing and increased consumer internet traffic, market demand for server and…",0.665,"[""qproto_005_variance_explanation""]"
ev_00572,frag_01106,doc_0219,variance_driver,networking investments by telecom service providers and enterprises u…,"In networking, demand is driven by networking investments by telecom service providers and enterprises upgrading of the…",0.665,"[""qproto_005_variance_explanation""]"
ev_00573,frag_01107,doc_0219,region,us,us,0.741,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00574,frag_01107,doc_0219,amount_threshold,"$ 788,948","$ 788,948",0.741,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00575,frag_01107,doc_0219,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00576,frag_01107,doc_0219,value,"$ 788,948","$ 788,948",0.76,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00577,frag_01116,doc_0221,metric,Gross margin,Gross margin,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_00578,frag_01116,doc_0221,value,22.9%,22.9%,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_00579,frag_01116,doc_0221,variance_driver,a $21 million impairment charge related to goodwill and other intangi…,"Normalised CODB as a percentage of sales grew 64 bps, driven by a $21 million impairment charge related to goodwill and…",0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_00580,frag_01118,doc_0221,amount_threshold,$21,$21,0.741,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation""]"
ev_00581,frag_01118,doc_0221,variance,15%,15%,0.665,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation""]"
ev_00582,frag_01118,doc_0221,variance_driver,the decline in EBIT,the decline in EBIT,0.665,"[""qproto_001_threshold_lookup"", ""qproto_005_variance_explanation""]"
ev_00583,frag_01119,doc_0221,metric,Gross margin,Gross margin,0.76,"[""qproto_002_metric_lookup""]"
ev_00584,frag_01119,doc_0221,value,5.0%,5.0%,0.76,"[""qproto_002_metric_lookup""]"
ev_00585,frag_01134,doc_0223,amount_threshold,$46.4,$46.4,0.741,"[""qproto_001_threshold_lookup""]"
ev_00586,frag_01138,doc_0225,amount_threshold,"$ 11,604","$ 11,604",0.741,"[""qproto_001_threshold_lookup""]"
ev_00587,frag_01139,doc_0225,amount_threshold,$2.5 million,$2.5 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00588,frag_01140,doc_0225,amount_threshold,$ 679,$ 679,0.741,"[""qproto_001_threshold_lookup""]"
ev_00589,frag_01145,doc_0227,rule,"We entered into non-cancelable agreements with each of the former executives, w…","We entered into non-cancelable agreements with each of the former executives, whereby we must maintain the life insuran…",0.589,"[""qproto_003_rule_lookup""]"
ev_00590,frag_01146,doc_0227,rule,"In the Consolidated Balance Sheets at the balance sheet date, the cash surrende…","In the Consolidated Balance Sheets at the balance sheet date, the cash surrender value of $0.9 million for the remainin…",0.589,"[""qproto_003_rule_lookup""]"
ev_00591,frag_01147,doc_0227,amount_threshold,$1.1 million,$1.1 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00592,frag_01153,doc_0229,amount_threshold,$4.5 million,$4.5 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00593,frag_01160,doc_0233,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00594,frag_01160,doc_0233,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00595,frag_01163,doc_0233,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00596,frag_01163,doc_0233,value,$6.0,$6.0,0.76,"[""qproto_002_metric_lookup""]"
ev_00597,frag_01174,doc_0237,amount_threshold,"$ 39,506","$ 39,506",0.741,"[""qproto_001_threshold_lookup"", ""qproto_004_exception_lookup""]"
ev_00598,frag_01174,doc_0237,exception,pages,pages,0.684,"[""qproto_001_threshold_lookup"", ""qproto_004_exception_lookup""]"
ev_00599,frag_01174,doc_0237,condition,pages,pages,0.684,"[""qproto_001_threshold_lookup"", ""qproto_004_exception_lookup""]"
ev_00600,frag_01175,doc_0237,scope,the stated audience,The more significant provisions of the Tax Act as applicable to us are described below under “Impacts of the U.S.,0.665,"[""qproto_006_applicability_check""]"
ev_00601,frag_01175,doc_0237,audience,the stated audience,The more significant provisions of the Tax Act as applicable to us are described below under “Impacts of the U.S.,0.665,"[""qproto_006_applicability_check""]"
ev_00602,frag_01176,doc_0237,region,us,us,0.741,"[""qproto_006_applicability_check"", ""qproto_008_threshold_lookup""]"
ev_00603,frag_01176,doc_0237,amount_threshold,$36.1,$36.1,0.741,"[""qproto_006_applicability_check"", ""qproto_008_threshold_lookup""]"
ev_00604,frag_01176,doc_0237,scope,the stated audience,Tax Cuts and Jobs Act of 2017”. pages.[0].blocks.[17].words.word_list.[0] = (1) pages.[0].blocks.[17].words.word_list.[…,0.665,"[""qproto_006_applicability_check"", ""qproto_008_threshold_lookup""]"
ev_00605,frag_01176,doc_0237,audience,the stated audience,Tax Cuts and Jobs Act of 2017”. pages.[0].blocks.[17].words.word_list.[0] = (1) pages.[0].blocks.[17].words.word_list.[…,0.665,"[""qproto_006_applicability_check"", ""qproto_008_threshold_lookup""]"
ev_00606,frag_01178,doc_0237,amount_threshold,$36.1,$36.1,0.741,"[""qproto_001_threshold_lookup""]"
ev_00607,frag_01180,doc_0237,amount_threshold,$10.0,$10.0,0.741,"[""qproto_001_threshold_lookup""]"
ev_00608,frag_01185,doc_0239,scope,the stated audience,"Cost savings will be reflected primarily in cost of sales and selling, general, and administrative expenses. pages.[0].…",0.665,"[""qproto_006_applicability_check""]"
ev_00609,frag_01185,doc_0239,audience,the stated audience,"Cost savings will be reflected primarily in cost of sales and selling, general, and administrative expenses. pages.[0].…",0.665,"[""qproto_006_applicability_check""]"
ev_00610,frag_01187,doc_0239,amount_threshold,$200 million,$200 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00611,frag_01187,doc_0239,scope,the stated audience,"For fiscal 2020, we currently expect total restructuring charges to be approximately $200 million to $250 million and t…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00612,frag_01187,doc_0239,audience,the stated audience,"For fiscal 2020, we currently expect total restructuring charges to be approximately $200 million to $250 million and t…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00613,frag_01189,doc_0241,region,Global,Global,0.741,"[""qproto_008_threshold_lookup""]"
ev_00614,frag_01189,doc_0241,amount_threshold,$ 11.44,$ 11.44,0.741,"[""qproto_008_threshold_lookup""]"
ev_00615,frag_01190,doc_0241,amount_threshold,$ 10.20,$ 10.20,0.741,"[""qproto_001_threshold_lookup""]"
ev_00616,frag_01196,doc_0243,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00617,frag_01196,doc_0243,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00618,frag_01198,doc_0245,scope,the stated audience,Share-based payments continued pages.[0].blocks.[2].words.word_list.[0] = 29. pages.[0].blocks.[2].words.word_list.[1] …,0.665,"[""qproto_006_applicability_check""]"
ev_00619,frag_01198,doc_0245,audience,the stated audience,Share-based payments continued pages.[0].blocks.[2].words.word_list.[0] = 29. pages.[0].blocks.[2].words.word_list.[1] …,0.665,"[""qproto_006_applicability_check""]"
ev_00620,frag_01199,doc_0245,scope,the stated audience,There are no performance conditions applicable to the vesting of SIP shares.,0.665,"[""qproto_006_applicability_check""]"
ev_00621,frag_01199,doc_0245,audience,the stated audience,There are no performance conditions applicable to the vesting of SIP shares.,0.665,"[""qproto_006_applicability_check""]"
ev_00622,frag_01200,doc_0245,scope,the stated audience,The resulting share-based payments charge is being spread evenly over the Vesting Period. pages.[0].blocks.[12].words.w…,0.665,"[""qproto_006_applicability_check""]"
ev_00623,frag_01200,doc_0245,audience,the stated audience,The resulting share-based payments charge is being spread evenly over the Vesting Period. pages.[0].blocks.[12].words.w…,0.665,"[""qproto_006_applicability_check""]"
ev_00624,frag_01206,doc_0245,exception,under exceptional circumstances,under exceptional circumstances,0.684,"[""qproto_004_exception_lookup""]"
ev_00625,frag_01206,doc_0245,condition,under exceptional circumstances,under exceptional circumstances,0.684,"[""qproto_004_exception_lookup""]"
ev_00626,frag_01207,doc_0245,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00627,frag_01207,doc_0245,value,75%,75%,0.76,"[""qproto_002_metric_lookup""]"
ev_00628,frag_01208,doc_0245,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00629,frag_01208,doc_0245,value,75%,75%,0.76,"[""qproto_002_metric_lookup""]"
ev_00630,frag_01220,doc_0249,scope,the stated audience,N/A N/A 2025 2025 pages.[0].blocks.[10].words.word_list.[0] = Year pages.[0].blocks.[10].words.word_list.[1] = ultimate…,0.665,"[""qproto_006_applicability_check""]"
ev_00631,frag_01220,doc_0249,audience,the stated audience,N/A N/A 2025 2025 pages.[0].blocks.[10].words.word_list.[0] = Year pages.[0].blocks.[10].words.word_list.[1] = ultimate…,0.665,"[""qproto_006_applicability_check""]"
ev_00632,frag_01221,doc_0249,amount_threshold,$4,$4,0.741,"[""qproto_001_threshold_lookup""]"
ev_00633,frag_01224,doc_0251,amount_threshold,$ 35.66,$ 35.66,0.741,"[""qproto_001_threshold_lookup""]"
ev_00634,frag_01255,doc_0255,rule,The boards of the pension schemes are required by legislation to act in the bes…,"The boards of the pension schemes are required by legislation to act in the best interest of the participants, set the …",0.589,"[""qproto_003_rule_lookup""]"
ev_00635,frag_01257,doc_0255,rule,Separate valuations are required for the Vodafone Section and CWW Section. page…,Separate valuations are required for the Vodafone Section and CWW Section. pages.[0].blocks.[15].words.word_list.[0] = …,0.589,"[""qproto_003_rule_lookup""]"
ev_00636,frag_01258,doc_0255,rule,"On 19 October 2017, the 31 March 2016 triennial actuarial valuation for the Vod…","On 19 October 2017, the 31 March 2016 triennial actuarial valuation for the Vodafone Section and CWW Section of the Vod…",0.589,"[""qproto_003_rule_lookup""]"
ev_00637,frag_01267,doc_0257,amount_threshold,$1.01,$1.01,0.741,"[""qproto_001_threshold_lookup""]"
ev_00638,frag_01280,doc_0259,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00639,frag_01280,doc_0259,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00640,frag_01289,doc_0261,variance_driver,(1) lower net bookings from Hearthstone and (2) overall lower net boo…,In-game net bookings primarily includes the net amount of downloadable content and microtransactions sold during the pe…,0.665,"[""qproto_005_variance_explanation""]"
ev_00641,frag_01290,doc_0261,variance_driver,(1) lower net bookings from the Destiny franchise (reflecting our sal…,"Battle for Azeroth , which was released in August 2018, with no comparable release in 2019 (although net bookings from …",0.665,"[""qproto_005_variance_explanation""]"
ev_00642,frag_01293,doc_0263,amount_threshold,$ 120.7,$ 120.7,0.741,"[""qproto_001_threshold_lookup""]"
ev_00643,frag_01295,doc_0263,amount_threshold,$65.1 million,$65.1 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00644,frag_01296,doc_0263,amount_threshold,$65.1,$65.1,0.741,"[""qproto_001_threshold_lookup""]"
ev_00645,frag_01299,doc_0263,variance_driver,inventory management efforts,inventory management efforts,0.665,"[""qproto_005_variance_explanation""]"
ev_00646,frag_01300,doc_0265,exception,the stated condition,pages.[0].bbox.[0] = 0 pages.[0].bbox.[1] = 0 pages.[0].bbox.[2] = 1240 pages.[0].bbox.[3] = 1605 pages.[0].blocks.[0].…,0.684,"[""qproto_004_exception_lookup""]"
ev_00647,frag_01300,doc_0265,condition,the stated condition,pages.[0].bbox.[0] = 0 pages.[0].bbox.[1] = 0 pages.[0].bbox.[2] = 1240 pages.[0].bbox.[3] = 1605 pages.[0].blocks.[0].…,0.684,"[""qproto_004_exception_lookup""]"
ev_00648,frag_01302,doc_0265,exception,the stated condition,"April 26, 2019 April 27, 2018 pages.[0].blocks.[1].words.word_list.[0] = With pages.[0].blocks.[1].words.word_list.[1] …",0.684,"[""qproto_004_exception_lookup""]"
ev_00649,frag_01302,doc_0265,condition,the stated condition,"April 26, 2019 April 27, 2018 pages.[0].blocks.[1].words.word_list.[0] = With pages.[0].blocks.[1].words.word_list.[1] …",0.684,"[""qproto_004_exception_lookup""]"
ev_00650,frag_01308,doc_0265,amount_threshold,"$6,000","$6,000",0.741,"[""qproto_001_threshold_lookup""]"
ev_00651,frag_01309,doc_0265,amount_threshold,"$6,000","$6,000",0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00652,frag_01309,doc_0265,metric,Revenue,Revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00653,frag_01309,doc_0265,value,100%,100%,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00654,frag_01311,doc_0265,amount_threshold,$ 35,$ 35,0.741,"[""qproto_001_threshold_lookup""]"
ev_00655,frag_01327,doc_0271,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00656,frag_01327,doc_0271,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00657,frag_01331,doc_0271,amount_threshold,"$ 52,000","$ 52,000",0.741,"[""qproto_001_threshold_lookup""]"
ev_00658,frag_01332,doc_0271,rule,The Company reviews its definite-lived intangible assets for impairment wheneve…,The Company reviews its definite-lived intangible assets for impairment whenever events or changes in circumstances ind…,0.589,"[""qproto_003_rule_lookup""]"
ev_00659,frag_01341,doc_0273,rule,"However, it does reflect the cash available for such discretionary activities, …","However, it does reflect the cash available for such discretionary activities, to strengthen the consolidated statement…",0.589,"[""qproto_003_rule_lookup""]"
ev_00660,frag_01342,doc_0275,amount_threshold,$18 million,$18 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00661,frag_01343,doc_0275,amount_threshold,$10 million,$10 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00662,frag_01344,doc_0275,amount_threshold,$181,$181,0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00663,frag_01344,doc_0275,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00664,frag_01344,doc_0275,value,$181,$181,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00665,frag_01363,doc_0279,amount_threshold,$72.0 million,$72.0 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00666,frag_01364,doc_0279,amount_threshold,$4.0 million,$4.0 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00667,frag_01364,doc_0279,scope,the stated audience,"During each of the years ended December 31, 2019 and 2018, we repaid $4.0 million of the outstanding balance of the 201…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00668,frag_01364,doc_0279,audience,the stated audience,"During each of the years ended December 31, 2019 and 2018, we repaid $4.0 million of the outstanding balance of the 201…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_006_applicability_check""]"
ev_00669,frag_01366,doc_0279,effective_date,"December 31, 2019","December 31, 2019",0.807,"[""qproto_006_applicability_check"", ""qproto_007_effective_date_lookup""]"
